Count,Name,Author,Color,Comments,Contents,ContentsRTF,Drawing Revision Number,EdgeStyleId,FaceStyleId,File Accessed,File Created,File Last Saved By,File Location,File Modified,File Name,File Size,Hyperlink,Hyperlink Base,Keywords,Layer,Linetype,Linetype Scale,Lineweight,Material,Plot Style,Position X,Position Y,Position Z,Rotation,ShowBorders,Subject,Title,Total Editing Time,VisualStyleId,Width,Height,Obliquing,Position X1,Position Y1,Position Z1,Style,Thickness,Value,Width Factor
1,Text,,ByBlock,,,,,(0),(0),29/10/2021 10:23:37 PM,29/10/2021 10:23:37 PM,USER,F:\_NGHIEN CUU\_Github\Python\py_autocad\dwg,29/10/2021 10:23:37 PM,Extract Text-211029.dwg,187680,,,,0,ByLayer,1.000,ByLayer,,ByBlock,,,,328,,,,19681,(0),,2.000,0,117.116,207.643,0.000,Standard,0.000,8.5,1.000
1,Text,,ByBlock,,,,,(0),(0),29/10/2021 10:23:37 PM,29/10/2021 10:23:37 PM,USER,F:\_NGHIEN CUU\_Github\Python\py_autocad\dwg,29/10/2021 10:23:37 PM,Extract Text-211029.dwg,187680,,,,0,ByLayer,1.000,ByLayer,,ByBlock,,,,328,,,,19681,(0),,2.000,0,98.507,198.669,0.000,Standard,0.000,8.7,1.000
1,Text,,ByBlock,,,,,(0),(0),29/10/2021 10:23:37 PM,29/10/2021 10:23:37 PM,USER,F:\_NGHIEN CUU\_Github\Python\py_autocad\dwg,29/10/2021 10:23:37 PM,Extract Text-211029.dwg,187680,,,,0,ByLayer,1.000,ByLayer,,ByBlock,,,,328,,,,19681,(0),,2.000,0,107.812,203.156,0.000,Standard,0.000,8.6,1.000
1,Text,,ByBlock,,,,,(0),(0),29/10/2021 10:23:37 PM,29/10/2021 10:23:37 PM,USER,F:\_NGHIEN CUU\_Github\Python\py_autocad\dwg,29/10/2021 10:23:37 PM,Extract Text-211029.dwg,187680,,,,0,ByLayer,1.000,ByLayer,,ByBlock,,,,328,,,,19681,(0),,2.000,0,145.028,221.105,0.000,Standard,0.000,8.2,1.000
1,Text,,ByBlock,,,,,(0),(0),29/10/2021 10:23:37 PM,29/10/2021 10:23:37 PM,USER,F:\_NGHIEN CUU\_Github\Python\py_autocad\dwg,29/10/2021 10:23:37 PM,Extract Text-211029.dwg,187680,,,,0,ByLayer,1.000,ByLayer,,ByBlock,,,,328,,,,19681,(0),,2.000,0,135.724,216.618,0.000,Standard,0.000,8.3,1.000
1,Text,,ByBlock,,,,,(0),(0),29/10/2021 10:23:37 PM,29/10/2021 10:23:37 PM,USER,F:\_NGHIEN CUU\_Github\Python\py_autocad\dwg,29/10/2021 10:23:37 PM,Extract Text-211029.dwg,187680,,,,0,ByLayer,1.000,ByLayer,,ByBlock,,,,328,,,,19681,(0),,2.000,0,126.420,212.130,0.000,Standard,0.000,8.4,1.000
1,Text,,ByBlock,,,,,(0),(0),29/10/2021 10:23:37 PM,29/10/2021 10:23:37 PM,USER,F:\_NGHIEN CUU\_Github\Python\py_autocad\dwg,29/10/2021 10:23:37 PM,Extract Text-211029.dwg,187680,,,,0,ByLayer,1.000,ByLayer,,ByBlock,,,,328,,,,19681,(0),,2.000,0,89.203,194.181,0.000,Standard,0.000,8.8,1.000
1,Text,,ByBlock,,,,,(0),(0),29/10/2021 10:23:37 PM,29/10/2021 10:23:37 PM,USER,F:\_NGHIEN CUU\_Github\Python\py_autocad\dwg,29/10/2021 10:23:37 PM,Extract Text-211029.dwg,187680,,,,0,ByLayer,1.000,ByLayer,,ByBlock,,,,328,,,,19681,(0),,2.000,0,142.677,102.326,0.000,Standard,0.000,9.1,1.000
1,Text,,ByBlock,,,,,(0),(0),29/10/2021 10:23:37 PM,29/10/2021 10:23:37 PM,USER,F:\_NGHIEN CUU\_Github\Python\py_autocad\dwg,29/10/2021 10:23:37 PM,Extract Text-211029.dwg,187680,,,,0,ByLayer,1.000,ByLayer,,ByBlock,,,,328,,,,19681,(0),,2.000,0,200.871,280.470,0.000,Standard,0.000,7.5,1.000
1,Text,,ByBlock,,,,,(0),(0),29/10/2021 10:23:37 PM,29/10/2021 10:23:37 PM,USER,F:\_NGHIEN CUU\_Github\Python\py_autocad\dwg,29/10/2021 10:23:37 PM,Extract Text-211029.dwg,187680,,,,0,ByLayer,1.000,ByLayer,,ByBlock,,,,328,,,,19681,(0),,2.000,0,193.155,238.563,0.000,Standard,0.000,7.7,1.000
